ID,OrgStructureName,Code,IsRoot,AddressDetail,Phone,ParentID,DecisionDate,Status
D12A3DA9-7C9E-4802-811F-0A6668957E08,Bộ phận IE,320500,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
D12A3DA9-7C9E-4802-811F-0A6668957E09,Bộ phận KHSX,320300,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
D12A3DA9-7C9E-4802-811F-0A6668957E10,Bộ phận Kho,320700,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
D12A3DA9-7C9E-4802-811F-0A6668957E11,Quản lý sản xuất,320800,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
D12A3DA9-7C9E-4802-811F-0A6668957E12,Xưởng cắt ,320900,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
D12A3DA9-7C9E-4802-811F-0A6668957E13,Bộ phận Quản lý chất lượng ( BP. QC ) ,321200,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140828,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
D12A3DA9-7C9E-4802-811F-0A6668957E46,Ban giám đốc ,320100,0,,,3B5CE8CE-BA06-47D2-B0CD-99473A140888,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
CFD9EA95-7B75-410C-8689-0A7BC6C05B66,Chuyền may,251000,0,,,DB429315-F634-47E0-AFC4-4E2409EDA42B,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
681F066D-1602-4E6B-90AA-0A86B4055BDB,Chuyền 8,241008,0,,,1251F264-315D-41A0-957F-79FAF9B9E223,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
BE0DB3B0-172E-483B-BCB2-0AAD37505EA0,Bộ phận giao nhận,381306,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,7AD8E378-51C3-485A-9B41-6E8E896A8189,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
E7653D4A-705E-4DE2-8092-14F3FF60D3F2,Quản lý chất lượng chuyền may,251201,0,,,184C9D42-2081-4433-800D-564DFD899609,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
518D55DC-7DB1-4D89-B1FA-1501E97362D1,Bộ phận Kỹ thuật ,330400,0,,,24B4912D-92B6-4AEA-BEB1-7840F3D32507,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
35C365F6-EBF0-47EC-B4D6-150D131A0668,Wash 1,390214,0,,,D487F5E5-128A-4128-8453-3947CBFC739F,Wed Apr 01 2020 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
62250F0B-D5F1-43E0-B233-155C52630288,Phòng Công nghệ sản xuất Wash,490000,0,"48 Tăng Nhơn Phú, Phường Tăng Nhơn Phú B, Quận 9, TP.HCM",,0F644B17-9F89-4266-A233-12DA037FDA8F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
3D3FD868-E6DF-46E7-B386-156FA7BAD3EE,Bảo vệ,280202,0,,,F0DF4222-F9B9-4D70-BEC6-EFA9494DDB78,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
EE021B77-6834-4728-97BA-197769125DCE,BP. IE,641009,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,EC064C5B-250D-4FC3-9BD7-860FABEA0301,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
3DD51238-CA5C-419C-8DC3-199B161F8E4D,Ban Giám đốc,351500,0,,,2B25836D-D11E-4090-8724-33628AD11347,Fri Feb 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
69505FC7-C6C2-41EE-8432-19CD0477654E,Chuyền may,331000,0,,,24B4912D-92B6-4AEA-BEB1-7840F3D32507,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
507C2110-3C7D-4EC0-8C19-1A3754DD257D,Tổ Cử rập,331707,0,,,24B4912D-92B6-4AEA-BEB1-7840F3D32507,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
0290FBD5-0621-44E0-9E82-1A4D9485C533,Xưởng Hoàn tất,633006,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,F8737638-7B1F-4945-B5A8-71A951958EAE,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
872C7653-3669-4C26-AFD9-1A5A8CCC0BC5,Tạp vụ,943001,0,,,A4AD8BC8-60FB-4A1E-93B2-99F4FDBC3A22,Sun Sep 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
D5FC0B35-1D7A-4993-B224-1A77272DEC3E,QC tách ánh ca B,T80008,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,EEC366E2-8B87-4E90-AA63-386E9D8689AE,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
550C135E-FB66-4F1F-ACFE-1A9ACE40982C,Cụm lót 9,352017,0,,,5130294E-2227-4629-BA66-74685572C1A0,Wed May 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
DB4B8BE7-633D-4DF7-B12B-1AB3D949AB46,Chuyền 2,541102,0,"18 Tăng Nhơn Phú, Phước Long B, Quận 9, TP.Hồ Chí Minh",,37DF4B02-EBF1-46FC-8124-61EF95E101AE,Thu Feb 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
9EB5537B-7623-4A67-8922-234E60CF65E9,Xưởng cắt ,230900,0,,,C2C102FD-D9B6-48D6-A33D-8BE772186F97,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
DE08AD2B-DEF6-4C1F-BD19-235B267242C7,Ca Thêu 2,451002,0,,,2B035295-35B4-4036-81C7-5A25EF31431F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
53F36150-C825-436C-986A-23828F46F8CD,Handsand,391403,0,"Lô M, đường số 3, KCN Hòa Khánh Bắc, quận Liên Chiểu, Đà Nẵng",,BA5E6910-73F3-40A4-B071-DD639C335860,Sun Jul 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
BC76DAE5-7619-4127-B15F-239644F1207B,Quản lý chất lượng hoàn tất,551202,0,,,9306AB84-3C3E-45DE-8092-5CB88EED7B96,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
91028A06-8CF8-40CF-B8D4-23BC70F87263,Chuyền 06,331007,0,,,69505FC7-C6C2-41EE-8432-19CD0477654E,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
78A49634-C116-4485-901B-2427C7E27E69,Line 4,802004,0,,,A218C642-4C0B-4868-BBE8-B20EB7DE1F04,Tue Oct 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
9902125D-D9B3-4F58-BBCE-242C732C78DB,Bộ phận ủi,251303,0,,,53C05567-6D75-4F58-86E4-A50EED7B4688,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
EAA91C47-F2B0-4218-A5A0-243A7B10F9B6,Bộ phận Kỹ thuật,806000,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,7F1855E6-74C1-49D1-B0F9-5C96F74E6864,Mon May 28 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
18122BF1-31AD-4325-A698-246230F6E30C,Chuyền 13,311013,0,,,C23B24AA-AB66-44CA-8D8F-FA30E36469FF,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
49E08F36-E4C4-42EF-ACF5-2A02648A748B,Kho Thành phẩm,505020,0,,,6CF64B3A-284D-4E47-A21C-ECD5824F8B25,Tue Oct 02 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
7ABCC41B-34E6-4B35-A514-C0F4BEF240D0,Chuyền may,411000,0,,,D0824479-B6C9-482F-A92F-BBD10885FE16,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
29A893A7-20D2-45BF-9AEB-C0F792DC4F93,Chuyền 02,808020,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,2424B106-4D5D-42D8-95E5-0A14421FE756,Tue May 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
59B5A802-C4BB-424C-8893-C0FEF1D68306,Chuyền 08,471008,0,,,CD5AF4B8-D569-4008-9C20-7A9B5BA49920,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
4094D9AE-110E-42BC-A069-C101AF8FA3C9,Vận hành lò hơi,460702,0,,,286FE7E0-C059-41E5-BE10-CC72D2DB0528,Sun Jul 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
8F0D7AB2-BDAC-400B-B1E0-C11CC97ABB6A,Chuyền 07,6327005,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,2FDD694A-DAD4-44F0-BF41-A418836FAD08,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
17D8D45C-9D79-43D2-BC59-C149B3271777,Chuyền đào tạo,241035,0,,,1251F264-315D-41A0-957F-79FAF9B9E223,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
D0057117-0970-4666-B6AD-C16B91AF89F6,Bộ phận Quản lý chất lượng ( BP. QC ) ,391200,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,DFFE8F09-AA07-4340-BABE-564D730085CB,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
1AA79F13-B85E-467A-A51C-C6E0C72EB298,"Nhóm gấp xếp, bắn nhãn, đóng thùng",802012,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,AA13A0F5-7A51-4ECE-BB14-0B07E456652F,Mon May 28 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
77AF5F88-A655-444A-9EA6-C6FAC6BFB888,Chuyền may 2,940021,0,,,326C8497-EEF4-4277-BD6C-AA2CDEE0B83F,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
F1598DAE-99E3-411E-80DE-C6FC31E20B55,Kinh doanh 9,340901,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,4D9A35C3-171F-4FFC-AD9F-FAA98C38CDC6,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
F67B9A1F-A5D5-460E-8EB6-C701446E92D3,BP. Kỹ thuật,633004,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,4195D788-5F64-4A8F-AFFF-F997EB3ADC15,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
9DA0AA9B-BF57-4331-8701-C7248FD1D0BF,Chuyền 10,321010,0,,,C2F0C53D-AA4D-41F9-8146-8438E1C2867D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
B77B17D6-5BC3-46FC-8EAE-C7384610AE38,Bộ phận Wash,710000,0,Cụm Công nghiệp Tam Quan – khối 5 – Thị trấn Tam Quan – Hoài Nhơn – Bình Định,256.3665456,EF8AD7C5-0CBB-49FF-B86E-3FD011624B7D,Tue May 15 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
5AF36A9E-BF2D-4E80-90B3-C73E85FD224E,Bộ phận Bảo trì,549000,0,"18 Tăng Nhơn Phú, Phước Long B, Quận 9, TP.Hồ Chí Minh",,24DEED33-A16F-40E9-B3E8-4EF28DE90A42,Thu Feb 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
41479B0B-C88B-4F4D-8051-C75FEDC772B1,Chuyền 2,551002,0,,,5B46F69B-BD41-412C-B8D4-208486E26295,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
B97B6AAE-11DB-4C4D-BA31-CDB91C5AC350,Chuyền 10,299112,0,,,316733A0-FAD8-4558-BF37-E3374ECD587B,Fri May 01 2020 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
703E75DB-329E-420E-9D7C-CDCF26009BF2,Tổ Đào tạo,V11207,0,,,BA3E3C96-DB23-4BD1-8A8F-70AAF9915508,Tue Oct 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
43E65E79-74F0-4B47-A26F-CDE164E20AA8,TT Grinding 3,2714162,0,,,578D11BD-5042-4EDE-BDA6-0575B54FC64D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
A36B623C-2D0C-40D6-8C2A-CE04951426D3,Nhân sự,831005,0,,,8FC836B4-0D55-4201-BE42-BA1E61011593,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
0A593C18-B14F-40D9-821B-CE57C6ECAD2F,Quản lý sản xuất,350800,0,,,EF3543FE-FE2D-4FD0-B1AF-0827888D7FCC,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
2E6015D5-8337-482C-82D0-CE69C0D8696E,Kỹ thuật Wash,390217,0,,,D487F5E5-128A-4128-8453-3947CBFC739F,Wed Apr 01 2020 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
00CE092B-47B7-4F42-8584-CEB6EF4FF995,Tạp vụ,410202,0,,,88E00E24-48D9-46F2-9753-7419C6366BD0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
C2DC84B7-B83F-482D-8FE2-D50B6D9F1838,TT Grinding 2,2714161,0,,,578D11BD-5042-4EDE-BDA6-0575B54FC64D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
72B1AD7F-33EA-4857-8BE5-D514DA1BC615,3D1,2714111,0,,,3F824818-31F4-466A-AED5-4A57E5B4365F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
EAB7EB49-FEE3-4DF8-B888-D5321FB3E2A2,Hệ thống sản xuất,581640,0,,,67168BB7-3709-4FFF-BE83-57669C2A61A9,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
0E562001-C7AE-4397-9B1B-D53C99F6993A,Chuyền may mẫu,291038,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
9BF466D5-F2B6-4C5A-A551-D53EBECF2F93,Bộ phận Kỹ thuật triển khai,331703,0,,,24B4912D-92B6-4AEA-BEB1-7840F3D32507,Fri Feb 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
414E7C75-FE4F-4357-947A-D55E92A1C3A4,QC đầu vào,707010,0,Cụm Công nghiệp Tam Quan – khối 5 – Thị trấn Tam Quan – Hoài Nhơn – Bình Định,256.3665456,031586AF-0571-4532-BCEF-4C14E0B789AD,Tue May 15 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
B63E7727-B18F-4727-B02F-D823E8053331,Nhà máy Dệt Kim,820000,0,,,1C07BEE3-67E2-47B1-BE5A-7080C08AC31D,Sun Sep 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
4FA06389-D9FA-4186-8E72-D84E69E88C7A,Bộ phận Quản lý chất lượng ( BP. QC ),221200,0,,,5FE4928F-0C36-46A7-927F-70BB551692EF,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
75660994-F23B-4618-8DE3-D84F459EE7EB,Cụm ráp 6,352035,0,,,3AAAB94C-F9F0-4695-AB77-8E44807DE36F,Wed May 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
5ED10C32-5890-47A1-93F7-D8725D602A75,Chuyền 14,6321505,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,2FDD694A-DAD4-44F0-BF41-A418836FAD08,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_INACTIVE
1DD69B71-BCE9-4768-933D-D8743313EC67,Bộ phận Giao nhận,808181,0,,,2424B106-4D5D-42D8-95E5-0A14421FE756,Thu Aug 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
337EAA4E-33D1-4037-87B6-D8975A15FEC4,Chuyền 2,291002,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
3C7E2E6B-D5D2-4728-B3DC-D8C1AB093445,Điện,930002,0,,,4BDC23D2-25DC-4935-8455-5BEA2F31624E,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
4D3081D6-AB60-4BE5-8742-D8C9F6F0A81B,PHÂN XƯỞNG 2 ,P04000,0,,,E46BE7B7-7CCE-4236-83F4-EE60E78E51C4,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
F80074D0-BE1C-4951-A3A6-DE6DAEB276D4,Chuyền 04,509060,0,,,C3311927-A94D-4B42-BAAD-1D55185247FC,Tue Oct 02 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
379938DB-A0F1-4B88-AE8C-DE988BE80345,Phòng Tài chính kế toán,911002,0,,,ED6F039E-25D6-4621-8924-C1DEBEBA2206,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
C6A7CE99-6C3C-4D08-A111-DEA275C0FEB5,Chuyền 14,321014,0,,,C2F0C53D-AA4D-41F9-8146-8438E1C2867D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
7656DD25-5E4E-4574-AE2A-DEA9E80AAC7A,Ban Cơ Điện,631002,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,F0F33478-66D8-4526-95D0-5FAF41087A7B,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
7616B701-0CDD-4A3E-B356-DEAE31A9F686,Chuyền 10,471010,0,,,CD5AF4B8-D569-4008-9C20-7A9B5BA49920,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
44DC8B8C-6DCD-43C7-91D8-DEC3CBDC852F,Chuyền 21,291021,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
176D043F-5ABD-4FE2-B077-E23FE18CF79C,Tổ may tay,V11409,0,,,BA3E3C96-DB23-4BD1-8A8F-70AAF9915508,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_TERMINATE
DFA2EF2F-4264-4977-881B-E2425D4608FD,Bảo vệ,270202,0,,,DBAA254A-9D79-45D1-A692-398D51F84951,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
FBC8F1F1-2883-47C4-9903-E2471A0692B5,QC tách ánh ca A,T80007,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,EEC366E2-8B87-4E90-AA63-386E9D8689AE,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
C6E729B8-B75A-4FC0-BFA3-E275735B5F0F,Chuyền 9,411006,0,,,7ABCC41B-34E6-4B35-A514-C0F4BEF240D0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
C4FC255D-1A2D-47B3-83E9-E2B9283A1F91,Chuyền đào tạo,311035,0,,,C23B24AA-AB66-44CA-8D8F-FA30E36469FF,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
FB9E2EDD-D108-441F-A596-E938D5C1F96D,Phòng Thí nghiệm Cơ lý,581200,0,,,F567960E-9DC0-4E11-8B5A-D946149EA7F1,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
753C1C32-D279-459E-B464-E9432542ECDE,Cụm ráp 13,509012,0,,,2C0B6979-E5F4-445A-9C9C-6A3DF629421F,Mon Nov 19 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
365B06E3-73D3-4930-B03B-E9872918CDDB,BP. Quản lý chất lượng (BP.QC),633007,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,F8737638-7B1F-4945-B5A8-71A951958EAE,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
97F2652B-7BFE-42E7-A686-E9C26ABB5F51,Chuyền 18,6321905,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,2FDD694A-DAD4-44F0-BF41-A418836FAD08,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
F02A47C2-6380-4BCE-A6D8-E9DCB4662206,3D 2,709012,0,Cụm Công nghiệp Tam Quan – khối 5 – Thị trấn Tam Quan – Hoài Nhơn – Bình Định,256.3665456,3EB3AA68-1EF5-4BB4-9005-252979DF0D34,Tue May 15 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
5341894A-7438-4C2E-8138-E9F0A7E3361C,Kho,822002,0,,,4140A156-6493-4DEA-8E0C-3B96AF5D7D13,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
3E107E2D-3E1A-4125-B06A-EA0658F1D292,Bộ phận WASH ,271500,0,,,94A39A1F-9BB8-4112-899A-88602EED7CEB,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
0DFBB603-F087-4C02-9F2E-EA19976BA74D,Dự Án,581700,0,,,F567960E-9DC0-4E11-8B5A-D946149EA7F1,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
8ECA1C9D-0214-4988-A9B6-EA2570115800,Quản lý chất lượng,471202,0,,,EFCA8DDC-623B-4BB9-B430-73F6056AD48D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
140F07B8-7CBB-4698-9140-F1F585F8FE07,Quản lý sản xuất,230800,0,,,C2C102FD-D9B6-48D6-A33D-8BE772186F97,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
14B615A9-D262-417A-8AF7-F1F8CBA57F2C,Bộ phận văn phòng Dệt,V80004,0,,,966039D4-18EE-4904-8944-F31992C394B0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
A822E20C-4D41-45A4-97A8-F20350118F2D,Bộ phận Kỹ thuật,545000,0,"18 Tăng Nhơn Phú, Phước Long B, Quận 9, TP.Hồ Chí Minh",,24DEED33-A16F-40E9-B3E8-4EF28DE90A42,Thu Feb 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
C5F645D8-6176-4881-BDF7-F2066EFB3F22,Nhóm Kinh doanh 05,180013,0,,,50782720-AFE9-4805-824E-7A2EEAEEC01D,Mon Jul 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
56E5030A-7F70-4517-A560-F20CA5C9BFF8,Quản lý sản xuất B,230800B,0,,,C2C102FD-D9B6-48D6-A33D-8BE772186F97,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
813D376B-8717-48BA-A85F-2A12476BE16B,Chuyền 24,291024,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
27823FD4-00CD-40CE-B185-2A2942626B5C,TT lấy dấu,270202,0,,,EE82F63E-CE5D-4DD4-8E0E-17085A2B4005,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
75365E3E-7E09-4EDE-A4BD-2A2ADE7D949D,Bộ phận giao nhận,251306,0,,,53C05567-6D75-4F58-86E4-A50EED7B4688,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
8FE444F4-3488-4FAA-BE2D-30499C0B16A7,Phòng Công nghệ IT,580500,0,,,F567960E-9DC0-4E11-8B5A-D946149EA7F1,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
81F6F788-C8B3-4B9E-86FB-305D19E4F8C7,Bộ phận HCNS - Kế toán,550200,0,,,C1DC4161-9504-486D-8C8C-F023EF6C606D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
24FA4ADB-EBBC-4C28-881D-307A85D09AC6,Bắn màu,281208,0,"48, Tăng Nhơn Phú, Tăng Nhơn Phú B, Quận 9, Tp. Hồ Chí Minh",,8B8799BD-31DC-443D-9A02-E388B811DC01,Wed Aug 01 2018 00:00:00 GMT+0700 (Indochina Time),E_INACTIVE
63073BD3-7BAB-4AF9-92AE-308D383F2FFC,Bộ phận Kho,410500,0,,,A7DBD9F5-4EEE-4000-A125-1DF3535C2BEB,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
7F001114-C53C-4CE9-9A27-30B23D225B85,QCPP ca A,T80009,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,EEC366E2-8B87-4E90-AA63-386E9D8689AE,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
D8735ABF-7307-4615-92A5-30D16B72393D,Bộ phận đóng nút,480017,0,"940 Quốc lộ 1, Phường Linh Trung, Quận Thủ Đức, TP.HCM",,A03E614D-BFAD-4514-9545-2468538CC577,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
E3523F63-6C26-429A-932F-341AEEE9D6B9,Bộ phận May,V11100,0,,,5243C363-7997-464B-83E7-B1EA90D93E2C,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_TERMINATE
A9D8E7E2-979E-42A1-80C9-3450B8BB2CED,Chuyền 6,291006,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
67A6FE49-8A51-4A89-98A2-3457121F243B,Bộ phận Giám định,540008,0,,,D31C5149-3471-43B6-A952-9FFFCC2652BD,Mon Jul 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
B098B8E2-775E-47AE-8A4C-34679A73A912,Tổ Dệt C,582505,0,,,EA9B894C-EE62-45BA-AC97-9512769A5CBD,Sun Apr 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
A9D5209F-54CC-4A75-A3D7-347EE4700DAA,Bộ phận Kho,260700,0,,,C944E85E-8679-441C-874D-484B25820D99,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
3A5C21A9-252C-4027-BE7A-348D4769F761,Dệt A,915004,0,,,832240EA-B356-4802-A447-63CC306448A0,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
